1.195.131.251,#genre#
CCTV7-军农,http://123.154.153.23:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8-电视剧,http://123.154.153.23:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9-纪录,http://123.154.153.23:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13-新闻,http://123.154.153.23:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://123.154.153.23:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://123.154.153.23:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://123.154.153.23:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://123.154.153.23:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://123.154.153.23:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://123.154.153.23:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://123.154.153.23:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://123.154.153.23:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://123.154.153.23:9901/tsfile/live/0116_2.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://123.154.153.23:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://123.154.153.23:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://123.154.153.23:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://123.154.153.23:9901/tsfile/live/0109_2.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://123.154.153.23:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://123.154.153.23:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0

123.160,#genre#
CCTV1-综合,http://123.160.234.239:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://123.160.234.239:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://123.160.234.239:9901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://123.160.234.239:9901/tsfile/live/0004_1.m3u8
CCTV5-体育,http://123.160.234.239:9901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://123.160.234.239:9901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://123.160.234.239:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://123.160.234.239:9901/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://123.160.234.239:9901/tsfile/live/0009_1.m3u8
CCTV10-科教,http://123.160.234.239:9901/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://123.160.234.239:9901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://123.160.234.239:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://123.160.234.239:9901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://123.160.234.239:9901/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://123.160.234.239:9901/tsfile/live/0015_1.m3u8
CCTV5+体育赛事,http://123.160.234.239:9901/tsfile/live/0016_1.m3u8
CCTV17,http://123.160.234.239:9901/tsfile/live/0019_1.m3u8
河南卫视,http://123.160.234.239:9901/tsfile/live/0139_1.m3u8
浙江卫视,http://123.160.234.239:9901/tsfile/live/0124_1.m3u8
上海卫视,http://123.160.234.239:9901/tsfile/live/0107_1.m3u8
北京卫视,http://123.160.234.239:9901/tsfile/live/0122_1.m3u8
广东卫视,http://123.160.234.239:9901/tsfile/live/0125_1.m3u8
黑龙江卫视,http://123.160.234.239:9901/tsfile/live/0143_1.m3u8
山东卫视,http://123.160.234.239:9901/tsfile/live/0131_1.m3u8
安徽卫视,http://123.160.234.239:9901/tsfile/live/0130_1.m3u8
辽宁卫视,http://123.160.234.239:9901/tsfile/live/0121_1.m3u8
陕西卫视,http://123.160.234.239:9901/tsfile/live/0136_1.m3u8
贵州卫视,http://123.160.234.239:9901/tsfile/live/0120_1.m3u8
河北卫视,http://123.160.234.239:9901/tsfile/live/0117_1.m3u8
江西卫视,http://123.160.234.239:9901/tsfile/live/0138_1.m3u8
湖南卫视,http://123.160.234.239:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://123.160.234.239:9901/tsfile/live/0126_1.m3u8
四川卫视,http://123.160.234.239:9901/tsfile/live/0123_1.m3u8
湖北卫视,http://123.160.234.239:9901/tsfile/live/0132_1.m3u8
天津卫视,http://123.160.234.239:9901/tsfile/live/0135_1.m3u8
云南卫视,http://123.160.234.239:9901/tsfile/live/0119_1.m3u8
重庆卫视,http://123.160.234.239:9901/tsfile/live/0142_1.m3u8
吉林卫视,http://123.160.234.239:9901/tsfile/live/0116_1.m3u8
宁夏卫视,http://123.160.234.239:9901/tsfile/live/0112_1.m3u8
东南卫视,http://123.160.234.239:9901/tsfile/live/0137_1.m3u8
内蒙古卫视,http://123.160.234.239:9901/tsfile/live/0109_1.m3u8
广西卫视,http://123.160.234.239:9901/tsfile/live/0113_1.m3u8
山西卫视,http://123.160.234.239:9901/tsfile/live/0118_1.m3u8
甘肃卫视,http://123.160.234.239:9901/tsfile/live/0141_1.m3u8
青海卫视,http://123.160.234.239:9901/tsfile/live/0140_1.m3u8
凤凰卫视,http://123.160.234.239:9901/tsfile/live/0108_1.m3u8

123.53,#genre#
CCTV1-综合,http://123.53.31.232:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://123.53.31.232:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://123.53.31.232:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://123.53.31.232:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://123.53.31.232:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://123.53.31.232:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://123.53.31.232:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://123.53.31.232:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://123.53.31.232:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://123.53.31.232:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://123.53.31.232:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://123.53.31.232:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://123.53.31.232:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://123.53.31.232:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://123.53.31.232:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://123.53.31.232:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.53.31.232:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://123.53.31.232:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://123.53.31.232:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.53.31.232:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://123.53.31.232:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://123.53.31.232:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://123.53.31.232:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://123.53.31.232:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://123.53.31.232:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://123.53.31.232:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://123.53.31.232:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://123.53.31.232:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0

125.42,#genre#
CCTV1-综合,http://125.42.149.192:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://125.42.149.192:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://125.42.149.192:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://125.42.149.192:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://125.42.149.192:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://125.42.149.192:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://125.42.149.192:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://125.42.149.192:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9高清,http://125.42.149.192:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://125.42.149.192:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://125.42.149.192:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://125.42.149.192:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://125.42.149.192:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://125.42.149.192:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://125.42.149.192:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://125.42.149.192:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://125.42.149.192:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://125.42.149.192:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://125.42.149.192:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://125.42.149.192:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://125.42.149.192:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.42.149.192:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
北京卡通,http://125.42.149.192:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://125.42.149.192:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://125.42.149.192:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://125.42.149.192:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://125.42.149.192:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://125.42.149.192:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://125.42.149.192:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://125.42.149.192:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://125.42.149.192:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0

125.42.150,#genre#
CCTV1-综合,http://125.42.150.152:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://125.42.150.152:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://125.42.150.152:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://125.42.150.152:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://125.42.150.152:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://125.42.150.152:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://125.42.150.152:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://125.42.150.152:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9高清,http://125.42.150.152:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://125.42.150.152:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://125.42.150.152:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://125.42.150.152:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://125.42.150.152:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://125.42.150.152:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://125.42.150.152:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://125.42.150.152:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://125.42.150.152:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://125.42.150.152:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://125.42.150.152:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://125.42.150.152:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://125.42.150.152:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.42.150.152:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
北京卡通,http://125.42.150.152:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://125.42.150.152:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://125.42.150.152:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://125.42.150.152:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://125.42.150.152:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://125.42.150.152:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://125.42.150.152:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://125.42.150.152:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://125.42.150.152:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0

125.43.252,#genre#
CCTV1-综合,http://125.43.252.243:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://125.43.252.243:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://125.43.252.243:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://125.43.252.243:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://125.43.252.243:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://125.43.252.243:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://125.43.252.243:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://125.43.252.243:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://125.43.252.243:9901/tsfile/live/0009_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://125.43.252.243:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://125.43.252.243:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://125.43.252.243:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://125.43.252.243:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://125.43.252.243:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://125.43.252.243:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://125.43.252.243:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://125.43.252.243:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生,http://125.43.252.243:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://125.43.252.243:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://125.43.252.243:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://125.43.252.243:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://125.43.252.243:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://125.43.252.243:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://125.43.252.243:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://125.43.252.243:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://125.43.252.243:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://125.43.252.243:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://125.43.252.243:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://125.43.252.243:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://125.43.252.243:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://125.43.252.243:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://125.43.252.243:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://125.43.252.243:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://125.43.252.243:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://125.43.252.243:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://125.43.252.243:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://125.43.252.243:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://125.43.252.243:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
魅力音乐,http://125.43.252.243:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.43.252.243:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0

125.43.255,#genre#
CCTV1-综合,http://125.43.255.84:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://125.43.255.84:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://125.43.255.84:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://125.43.255.84:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://125.43.255.84:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://125.43.255.84:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://125.43.255.84:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://125.43.255.84:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://125.43.255.84:9901/tsfile/live/0009_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://125.43.255.84:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://125.43.255.84:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://125.43.255.84:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://125.43.255.84:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://125.43.255.84:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://125.43.255.84:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://125.43.255.84:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://125.43.255.84:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生,http://125.43.255.84:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://125.43.255.84:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://125.43.255.84:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://125.43.255.84:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://125.43.255.84:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://125.43.255.84:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://125.43.255.84:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://125.43.255.84:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://125.43.255.84:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://125.43.255.84:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://125.43.255.84:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://125.43.255.84:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://125.43.255.84:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://125.43.255.84:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://125.43.255.84:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://125.43.255.84:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://125.43.255.84:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://125.43.255.84:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://125.43.255.84:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://125.43.255.84:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://125.43.255.84:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
魅力音乐,http://125.43.255.84:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.43.255.84:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0

171.15.157,#genre#
CCTV-1,http://171.15.157.71:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://171.15.157.71:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://171.15.157.71:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://171.15.157.71:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://171.15.157.71:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://171.15.157.71:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://171.15.157.71:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://171.15.157.71:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://171.15.157.71:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://171.15.157.71:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://171.15.157.71:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://171.15.157.71:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://171.15.157.71:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://171.15.157.71:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://171.15.157.71:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://171.15.157.71:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
都市频道,http://171.15.157.71:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
民生频道,http://171.15.157.71:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
法制频道,http://171.15.157.71:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
电视剧频道,http://171.15.157.71:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
新闻频道,http://171.15.157.71:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
公共频道,http://171.15.157.71:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
梨园频道,http://171.15.157.71:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
郑州新闻综合,http://171.15.157.71:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
郑州影视戏曲频道,http://171.15.157.71:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
郑州都市生活频道,http://171.15.157.71:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
调解剧场,http://171.15.157.71:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://171.15.157.71:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://171.15.157.71:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
