央视频道,#genre#
CCTV2,http://39.134.65.106/PLTV/88888888/224/3221226079/1.m3u8
CCTV2,http://39.134.65.106/PLTV/88888888/224/3221225599/1.m3u8
CCTV3,http://39.134.65.106/PLTV/88888888/224/3221225799/1.m3u8
CCTV4,http://39.134.65.106/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.106/PLTV/88888888/224/3221226092/1.m3u8
CCTV5,http://39.134.65.106/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://39.134.65.106/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://39.134.65.106/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://39.134.65.106/PLTV/88888888/224/3221225671/1.m3u8
CCTV8,http://39.134.65.106/PLTV/88888888/224/3221225795/1.m3u8
CCTV9,http://39.134.65.106/PLTV/88888888/224/3221225676/1.m3u8
CCTV10,http://39.134.65.106/PLTV/88888888/224/3221225677/1.m3u8
CCTV10,http://39.134.65.106/PLTV/88888888/224/3221226128/1.m3u8
CCTV11,http://39.134.65.106/PLTV/88888888/224/3221226123/1.m3u8
CCTV11,http://39.134.65.106/PLTV/88888888/224/3221225517/1.m3u8
CCTV12,http://39.134.65.106/PLTV/88888888/224/3221226130/1.m3u8
CCTV12,http://39.134.65.106/PLTV/88888888/224/3221225669/1.m3u8
CCTV13,http://39.134.65.106/PLTV/88888888/224/3221226125/1.m3u8
CCTV13,http://39.134.65.106/PLTV/88888888/224/3221225812/1.m3u8
CCTV13,http://39.134.65.106/PLTV/88888888/224/3221226077/1.m3u8
CCTV14,http://39.134.65.106/PLTV/88888888/224/3221225674/1.m3u8
CCTV14,http://39.134.65.106/PLTV/88888888/224/3221226132/1.m3u8
CCTV15,http://39.134.65.106/PLTV/88888888/224/3221225513/1.m3u8
CCTV15,http://39.134.65.106/PLTV/88888888/224/3221226127/1.m3u8
CCTV16,http://39.134.65.106/PLTV/88888888/224/3221225893/1.m3u8
CCTV17,http://39.134.65.106/PLTV/88888888/224/3221225708/1.m3u8

CCTV1,http://39.134.64.87:6610/PLTV/88888888/224/3221226016/index.m3u8?
CCTV1,http://39.134.64.87:6610/PLTV/88888888/224/3221226559/index.m3u8?
CCTV3,http://39.134.64.87:6610/PLTV/88888888/224/3221226021/index.m3u8?
CCTV4,http://39.134.64.87:6610/PLTV/88888888/224/3221226428/index.m3u8?
CCTV5,http://39.134.64.87:6610/PLTV/88888888/224/3221226019/index.m3u8?
CCTV6,http://39.134.64.87:6610/PLTV/88888888/224/3221226010/index.m3u8?
CCTV7,http://39.134.64.87:6610/PLTV/88888888/224/3221225733/index.m3u8?
CCTV8,http://39.134.64.87:6610/PLTV/88888888/224/3221226008/index.m3u8?
CCTV9,http://39.134.64.87:6610/PLTV/88888888/224/3221225734/index.m3u8?
CCTV10,http://39.134.64.87:6610/PLTV/88888888/224/3221225730/index.m3u8?
CCTV10,http://39.134.64.87:6610/PLTV/88888888/224/3221226473/index.m3u8?
CCTV11,http://39.134.64.87:6610/PLTV/88888888/224/3221226565/index.m3u8?
CCTV12,http://39.134.64.87:6610/PLTV/88888888/224/3221226568/index.m3u8?
CCTV12,http://39.134.64.87:6610/PLTV/88888888/224/3221225731/index.m3u8?
CCTV13,http://39.134.64.87:6610/PLTV/88888888/224/3221226571/index.m3u8?
CCTV13,http://39.134.64.87:6610/PLTV/88888888/224/3221226537/index.m3u8?
CCTV14,http://39.134.64.87:6610/PLTV/88888888/224/3221225732/index.m3u8?
CCTV14,http://39.134.64.87:6610/PLTV/88888888/224/3221226591/index.m3u8?
CCTV15,http://39.134.64.87:6610/PLTV/88888888/224/3221226476/index.m3u8?
CCTV16,http://39.134.64.87:6610/PLTV/88888888/224/3221226100/index.m3u8?
CCTV17,http://39.134.64.87:6610/PLTV/88888888/224/3221225765/index.m3u8?

CCTV1,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV2,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV6,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV10,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV10,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV11,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV13,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV14,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV16,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://39.134.65.106/PLTV/88888888/224/3221225671/1.m3u8
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8

CCTV1,http://www.python888.top:2025/python.php?id=cctv1
CCTV2,http://www.python888.top:2025/python.php?id=cctv2
CCTV3,http://www.python888.top:2025/python.php?id=cctv3
CCTV4,http://www.python888.top:2025/python.php?id=cctv4
CCTV5,http://www.python888.top:2025/python.php?id=cctv5
CCTV5+,http://www.python888.top:2025/python.php?id=cctv5p
CCTV6,http://www.python888.top:2025/python.php?id=cctv6
CCTV7,http://www.python888.top:2025/python.php?id=cctv7
CCTV8,http://www.python888.top:2025/python.php?id=cctv8
CCTV9,http://www.python888.top:2025/python.php?id=cctv9
CCTV10,http://www.python888.top:2025/python.php?id=cctv10
CCTV11,http://www.python888.top:2025/python.php?id=cctv11
CCTV12,http://www.python888.top:2025/python.php?id=cctv12
CCTV13,http://www.python888.top:2025/python.php?id=cctv13
CCTV14,http://www.python888.top:2025/python.php?id=cctv14
CCTV15,http://www.python888.top:2025/python.php?id=cctv15
CCTV16,http://www.python888.top:2025/python.php?id=cctv16
CCTV17,http://www.python888.top:2025/python.php?id=cctv17

CCTV1,http://117.158.43.187:2016/全网通.php?id=CCTV1
CCTV2,http://117.158.43.187:2016/全网通.php?id=CCTV2
CCTV3,http://117.158.43.187:2016/全网通.php?id=CCTV3
CCTV4,http://117.158.43.187:2016/全网通.php?id=CCTV4
CCTV5,http://117.158.43.187:2016/全网通.php?id=CCTV5
CCTV5+,http://117.158.43.187:2016/全网通.php?id=CCTV5p
CCTV6,http://117.158.43.187:2016/全网通.php?id=CCTV6
CCTV7,http://117.158.43.187:2016/全网通.php?id=CCTV7
CCTV8,http://117.158.43.187:2016/全网通.php?id=CCTV8
CCTV9,http://117.158.43.187:2016/全网通.php?id=CCTV9
CCTV10,http://117.158.43.187:2016/全网通.php?id=CCTV10
CCTV11,http://117.158.43.187:2016/全网通.php?id=CCTV11
CCTV12,http://117.158.43.187:2016/全网通.php?id=CCTV12
CCTV13,http://117.158.43.187:2016/全网通.php?id=CCTV13
CCTV14,http://117.158.43.187:2016/全网通.php?id=CCTV14
CCTV15,http://117.158.43.187:2016/全网通.php?id=CCTV15
CCTV16,http://117.158.43.187:2016/全网通.php?id=CCTV16
CCTV17,http://117.158.43.187:2016/全网通.php?id=CCTV17

卫视频道,#genre#

安徽卫视,http://39.135.133.159/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
湖南卫视,http://39.134.65.71/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
江苏卫视,http://39.135.133.181/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
北京卫视,http://39.135.135.11/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
浙江卫视,http://39.134.65.71/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
东方卫视,http://39.135.135.28/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
海南卫视,http://39.134.65.75/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
湖北卫视,http://39.134.65.70/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
重庆卫视,http://39.134.65.75/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
大湾区卫视,http://39.135.133.153/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
深圳卫视,http://39.135.135.44/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
广东卫视,http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
东南卫视,http://39.134.65.77/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
黑龙江卫视,http://39.135.133.173/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
四川卫视,http://39.135.133.150/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
辽宁卫视,http://39.134.65.4/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
吉林卫视,http://39.135.133.161/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
西藏卫视,http://39.134.65.72/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
河北卫视,http://39.135.133.180/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
青海卫视,http://39.134.65.76/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
河南卫视,http://39.135.133.163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
云南卫视,http://39.135.133.180/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
延边卫视,http://39.135.133.159/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
天津卫视,http://39.135.135.14/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
山西卫视,http://39.134.65.8/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
广西卫视,http://39.135.133.160/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://39.134.65.79/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
新疆卫视,http://39.135.133.147/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
山东教育卫视,http://39.134.65.79/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
山东卫视,http://39.135.133.144/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视,http://39.135.133.175/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
内蒙古卫视,http://39.134.65.78/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
康巴卫视,http://39.134.65.65/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
安多卫视,http://39.134.65.78/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
甘肃卫视,http://39.134.65.67/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
兵团卫视,http://39.135.133.178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
陕西卫视,http://39.134.65.2/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
宁夏卫视,http://39.134.65.7/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8

江苏卫视,http://39.134.65.106/PLTV/88888888/224/3221225503/1.m3u8
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221226089/1.m3u8
康巴卫视,http://39.134.65.106/PLTV/88888888/224/3221225527/1.m3u8
河北卫视,http://39.134.65.106/PLTV/88888888/224/3221225495/1.m3u8
东南卫视,http://39.134.65.106/PLTV/88888888/224/3221225500/1.m3u8
浙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225514/1.m3u8
湖南卫视,http://39.134.65.106/PLTV/88888888/224/3221225506/1.m3u8
重庆卫视,http://39.134.65.106/PLTV/88888888/224/3221225502/1.m3u8
海南卫视,http://39.134.65.106/PLTV/88888888/224/3221225530/1.m3u8
山西卫视,http://39.134.65.106/PLTV/88888888/224/3221225496/1.m3u8
安多卫视,http://39.134.65.106/PLTV/88888888/224/3221225531/1.m3u8
山东教育卫视,http://39.134.65.106/PLTV/88888888/224/3221225558/1.m3u8
青海卫视,http://39.134.65.106/PLTV/88888888/224/3221225573/1.m3u8
陕西卫视,http://39.134.65.106/PLTV/88888888/224/3221225567/1.m3u8
湖北卫视,http://39.134.65.106/PLTV/88888888/224/3221225569/1.m3u8
甘肃卫视,http://39.134.65.106/PLTV/88888888/224/3221225584/1.m3u8
新疆卫视,http://39.134.65.106/PLTV/88888888/224/3221225582/1.m3u8
宁夏卫视,http://39.134.65.106/PLTV/88888888/224/3221225579/1.m3u8
西藏卫视,http://39.134.65.106/PLTV/88888888/224/3221225570/1.m3u8
内蒙古卫视,http://39.134.65.106/PLTV/88888888/224/3221225577/1.m3u8
贵州卫视,http://39.134.65.106/PLTV/88888888/224/3221225576/1.m3u8
天津卫视,http://39.134.65.106/PLTV/88888888/224/3221225665/1.m3u8
深圳卫视,http://39.134.65.106/PLTV/88888888/224/3221225668/1.m3u8
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225673/1.m3u8
北京卫视,http://39.134.65.106/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.106/PLTV/88888888/224/3221225927/1.m3u8
北京卫视,http://39.134.65.106/PLTV/88888888/224/3221225931/1.m3u8
江苏卫视,http://39.134.65.106/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视,http://39.134.65.106/PLTV/88888888/224/3221225938/1.m3u8
安徽卫视,http://39.134.65.106/PLTV/88888888/224/3221225925/1.m3u8
安徽卫视,http://39.134.65.106/PLTV/88888888/224/3221225923/1.m3u8
江西卫视,http://39.134.65.106/PLTV/88888888/224/3221225935/1.m3u8
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225942/1.m3u8
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225960/1.m3u8
青海卫视,http://39.134.65.106/PLTV/88888888/224/3221225948/1.m3u8
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221225944/1.m3u8
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221226089/1.m3u8
西藏卫视,http://39.134.65.106/PLTV/88888888/224/3221225951/1.m3u8
广东卫视,http://39.134.65.106/PLTV/88888888/224/3221225962/1.m3u8
湖南卫视,http://39.134.65.106/PLTV/88888888/224/3221225977/1.m3u8
深圳卫视,http://39.134.65.106/PLTV/88888888/224/3221225943/1.m3u8
云南卫视,http://39.134.65.106/PLTV/88888888/224/3221225957/1.m3u8
浙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225959/1.m3u8
天津卫视,http://39.134.65.106/PLTV/88888888/224/3221225972/1.m3u8
浙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225982/1.m3u8
吉林卫视,http://39.134.65.106/PLTV/88888888/224/3221225981/1.m3u8
陕西卫视,http://39.134.65.106/PLTV/88888888/224/3221225989/1.m3u8
山东卫视,http://39.134.65.106/PLTV/88888888/224/3221225952/1.m3u8
四川卫视,http://39.134.65.106/PLTV/88888888/224/3221225970/1.m3u8
河北卫视,http://39.134.65.106/PLTV/88888888/224/3221225991/1.m3u8
河北卫视,http://39.134.65.106/PLTV/88888888/224/3221225961/1.m3u8
贵州卫视,http://39.134.65.106/PLTV/88888888/224/3221225974/1.m3u8
湖北卫视,http://39.134.65.106/PLTV/88888888/224/3221225975/1.m3u8
湖北卫视,http://39.134.65.106/PLTV/88888888/224/3221226015/1.m3u8
江西卫视,http://39.134.65.106/PLTV/88888888/224/3221225995/1.m3u8
天津卫视,http://39.134.65.106/PLTV/88888888/224/3221226003/1.m3u8
东南卫视,http://39.134.65.106/PLTV/88888888/224/3221225950/1.m3u8
新疆卫视,http://39.134.65.106/PLTV/88888888/224/3221225999/1.m3u8
深圳卫视,http://39.134.65.106/PLTV/88888888/224/3221225997/1.m3u8
兵团卫视,http://39.134.65.106/PLTV/88888888/224/3221226005/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226006/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226056/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226068/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226099/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226115/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226117/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226122/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226060/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225985/1.m3u8
重庆卫视,http://39.134.65.106/PLTV/88888888/224/3221226001/1.m3u8
四川卫视,http://39.134.65.106/PLTV/88888888/224/3221226014/1.m3u8
山西卫视,http://39.134.65.106/PLTV/88888888/224/3221226009/1.m3u8
湖南卫视,http://39.134.65.106/PLTV/88888888/224/3221226000/1.m3u8
广西卫视,http://39.134.65.106/PLTV/88888888/224/3221226024/1.m3u8
海南卫视,http://39.134.65.106/PLTV/88888888/224/3221226026/1.m3u8
吉林卫视,http://39.134.65.106/PLTV/88888888/224/3221226028/1.m3u8
山东卫视,http://39.134.65.106/PLTV/88888888/224/3221226034/1.m3u8
贵州卫视,http://39.134.65.106/PLTV/88888888/224/3221226030/1.m3u8
内蒙古卫视,http://39.134.65.106/PLTV/88888888/224/3221226017/1.m3u8
广东卫视,http://39.134.65.106/PLTV/88888888/224/3221225966/1.m3u8
东南卫视,http://39.134.65.106/PLTV/88888888/224/3221226038/1.m3u8
海南卫视,http://39.134.65.106/PLTV/88888888/224/3221225978/1.m3u8
重庆卫视,http://39.134.65.106/PLTV/88888888/224/3221225963/1.m3u8
甘肃卫视,http://39.134.65.106/PLTV/88888888/224/3221226048/1.m3u8
河南卫视,http://39.134.65.106/PLTV/88888888/224/3221225988/1.m3u8
河南卫视,http://39.134.65.106/PLTV/88888888/224/3221226023/1.m3u8
广西卫视,http://39.134.65.106/PLTV/88888888/224/3221226091/1.m3u8
延边卫视,http://39.134.65.106/PLTV/88888888/224/3221226040/1.m3u8

湖南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
浙江卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
江苏卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
湖北卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
北京卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
东方卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
深圳卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
湖南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
江苏卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
深圳卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
黑龙江卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
四川卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
浙江卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江西卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
东方卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
安徽卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
吉林卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
河北卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
重庆卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
北京卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
山东卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
天津卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
海南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
贵州卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
湖北卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
河南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
辽宁卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8

安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8

湖南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225610/.m3u8
浙江卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225612/.m3u8
江苏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225613/.m3u8
湖北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225627/.m3u8
北京卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225728/.m3u8
东方卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225735/.m3u8
东方卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225738/.m3u8
深圳卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225739/.m3u8
